id,vocab,meaning,pronounce
C2314,良好,"Good, Favorable, Satisfactory ",りょうこう
C2313,自動,Automatic,じどう
C2201,卒業,Graduation,そつぎょう
C2236,希望,"Hope, Wish, Aspiration",きぼう
C2228,妥協,"Compromise, Giving In",だきょう
C2293,消化不良,Indigestion,しょうかふりょう
C2267,期待する,"To Expect, To Anticipate",きたいする
C2217,回転ずし,"Rotating Sushi, Conveyor Belt Sushi, Sushi Go Round",かいてんずし
C2216,回転する,"To Rotate, To Revolve",かいてんする
C2325,試合,"Game, Match",しあい
C2207,合わせる,"To Join Together, To Unify, To Match ",あわせる
C2243,性,"Gender, Nature, Sex ",せい
C2198,動き,"Movement, Activity, Trend, Development, Change ",うごき
C2211,周り,"Circumference, Perimeter, Edge, Surroundings, Locality, Neighborhood",まわり
C2294,深さ,"Depth, Profundity",ふかさ
C2214,周期,"Cycle, Period",しゅうき
C2300,理性,"Reason, Sense, Intellect",りせい
C2239,待合,"Waiting Room, Meeting Place",まちあい
C2324,言葉つき,"Speech, Expression, Wording, Language, Diction ",ことばつき
C2194,具合,"Condition, State, Health",ぐあい
C2249,意図的,"Intentional, On Purpose ",いとてき
C2327,近代的,"Modern, Contemporary",きんだいてき
C2250,意地悪,"Malicious, Mean, Jerk",いじわる
C2208,合図,"Sign, Signal ",あいず
C2259,文化祭,"School Festival, Culture Festival, Arts Festival",ぶんかさい
C2269,本能,Instinct,ほんのう
C2328,運動会,Sports Day,うんどうかい
C2187,人参,Carrot,にんじん
C2353,乗馬,"Horseback Riding, Horse Riding",じょうば
C9065,初耳,"Something Heard For The First Time, News ",はつみみ
C2451,由来,"Origin, Source, Coming From",ゆらい
C2395,好む,"To Be Fond Of, To Like",このむ
C2418,映画館,"Movie Theater, Cinema, Movie Theatre ",えいがかん
C2358,仏,Buddha,ほとけ
C2359,仏教,Buddhism,ぶっきょう
C2391,大仏,"Giant Buddha Statue, Daibutsu, Great Buddha",だいぶつ
C2362,信じる,"To Believe, To Trust In ",しんじる
C2460,自信,"Confidence, Self Confidence",じしん
C2363,信号,"Traffic Light, Signal, Traffic Signal, Stoplight, Semaphore ",しんごう
C2364,信心,"Faith, Belief",しんじん
C290,外す,"To Disconnect Something, To Miss Something, To Exclude Something, To Remove Something",はずす
C2365,信用,"Trust, Confidence",しんよう
C2347,不信,"Distrust, Mistrust, Discredit, Unfaithfulness",ふしん
C2475,返信,"Reply, Answer",へんしん
C2369,勇気,"Courage, Bravery, Valour, Valor",ゆうき
C2371,区,"District, Ward",く
C2372,区分,"Division, Section, Classification",くぶん
C2381,地区,"District, Area, Zone",ちく
C2374,単に,"Simply, Merely, Only",たんに
C2375,単語,"Word, Vocabulary ",たんご
C2346,上司,"Boss, Superior",じょうし
C2383,坂,"Slope, Hill",さか
C2385,変,"Strange, Weird",へん
C2388,変人,"An Eccentric, Eccentric, Oddball ",へんじん
C2389,変化,"Change, Transformation",へんか
C2390,変死,"Unnatural Death, Accidental Death",へんし
C2392,大変,"Serious, Terrible, Very, Difficult, Hard, Hectic",たいへん
C2354,事変,Incident,じへん
C2394,夫,Husband,おっと
C2400,岩,"Boulder, Rock",いわ
C2403,帰る,"To Return Home, To Return, To Go Home",かえる
C2405,建てる,"To Build, To Construct",たてる
C2406,建築,"Architecture, Construction, Building ",けんちく
C2408,式,"Ceremony, Ritual, Equation, Style",しき
C2420,春,Spring,はる
C2421,春休み,"Spring Break, Spring Vacation, Spring Holiday",はるやすみ
C2423,昨今,"These Days, Nowadays, Recently",さっこん
C2425,昨日,Yesterday,"きのう, さくじつ"
C2427,昼,"Noon, Lunch",ひる
C2431,晩,"Night, Evening",ばん
C2356,今晩は,Good Evening,こんばんは
C2439,毎晩,"Every Night, Nightly",まいばん
C2434,晴れる,"To Clear Up, To Become Sunny",はれる
C2441,毒,Poison,どく
C2351,中毒,"Poisoning, Addiction",ちゅうどく
C2436,有毒,"Poisonous, Toxic, Venomous ",ゆうどく
C2478,食中毒,Food Poisoning,しょくちゅうどく
C2442,毒ガス,Poison Gas,"どくがす, どくガス"
C2416,方法,"Method, Way",ほうほう
C2414,文法,Grammar,ぶんぽう
C2349,不法,"Illegal, Unlawful",ふほう
C2445,泣く,To Cry,なく
C2447,浅い,Shallow,あさい
C6796,〜匹,"Small Animal Counter, Counter For Small Animals",ひき
C2450,猫,Cat,ねこ
C6829,四匹,Four Small Animals,よんひき
C2396,子猫,"Kitten, Kitty",こねこ
C2454,秋,"Autumn, Fall ",あき
C2415,新築,"Newly Built, New Building, New Construction",しんちく
C2350,世紀,Century,せいき
C2457,紀元後,"Common Era, CE, Anno Domini, AD",きげんご
C2466,英語,"English Language, English",えいご
C2462,英会話,English Conversation,えいかいわ
C2465,英文,"English Writing, English Composition ",えいぶん
C2464,英国,"Britain, Uk, United Kingdom, England ",えいこく
C2463,英和,English Japanese,えいわ
C2429,時計,"Watch, Clock ",とけい
C2379,合計,"Total, Sum",ごうけい
C2469,計画,"Plan, Project",けいかく
C2470,計算,Calculation,けいさん
C2473,軍人,"Soldier, Military Personnel",ぐんじん
C2448,海軍,Navy,かいぐん
C2480,飯,"Meal, Cooked Rice, Food ",めし
C2341,ご飯,"Meal, Cooked Rice",ごはん
C2348,不器用,"Clumsy, Unskillful, Awkward","ぶきよう, ぶきっちょ"
C2340,お願い,"A Request, Request, Wish, Please ",おねがい
C2481,飲み放題,All You Can Drink,のみほうだい
C2477,食べ放題,All You Can Eat,たべほうだい
C2355,人殺し,"Murder, Murderer ",ひとごろし
C2438,殺人者,"Murderer, Killer ",さつじんしゃ
C2410,指輪,Ring,ゆびわ
C2474,輪ゴム,"Rubber Band, Elastic Band","わごむ, わゴム"
C2413,整理する,"To Arrange, To Organize, To Sort ",せいりする
C2435,暗記する,To Memorize,あんきする
C2458,練習する,To Practice,れんしゅうする
C2417,映す,"To Project, To Reflect",うつす
C2387,変事,"Strange Incident, Unusual Incident",へんじ
C5502,払う,To Pay,はらう
C2380,同期中,"Syncing, Synchronizing",どうきちゅう
C2398,寺,Temple,てら
C2459,美味しい,"Tasty, Good Tasting, Delicious",おいしい
C2386,変える,"To Change Something, To Change",かえる
C2345,丈夫,"Sturdy, Firm, Healthy",じょうぶ
C2344,丈,"Height, Length",たけ
C2476,頑丈,"Solid, Firm, Stout, Sturdy ",がんじょう
C2467,見返す,"To Show Someone What One Can Do, To Show Someone, To Look Back Over Something, To Return Someone’s Stare",みかえす
C2472,軍,"Army, Troops, Force ",ぐん
C2367,列,"Line, Queue, Row ",れつ
C2360,伝,"Intermediary, Connections, Contacts, Go Between",つて
C2409,情けない,"Miserable, Pathetic, Shameful, Deplorable, Wretched, Sad, Pitiable ",なさけない
C2411,放つ,"To Fire, To Hit, To Emit, To Set Free, To Break Wind ",はなつ
C2412,整える,"To Arrange, To Put In Order",ととのえる
C2428,昼休み,"Lunch Break, Noon Break ",ひるやすみ
C2433,晴れ,"Clear Weather, Formal, Public, Cleared Of Suspicion",はれ
C2424,昨年,Last Year,さくねん
C2352,乗客,Passenger,じょうきゃく
C2546,帰す,"To Send Someone Back, To Send Someone Home ",かえす
C2554,待合室,Waiting Room,まちあいしつ
C2522,取材,"Covering An Event, Data Collection, Interview",しゅざい
C2598,約束する,To Promise,やくそくする
C2495,仮面,Mask,かめん
C2500,保守的,Conservative,ほしゅてき
C2499,保存,"Preservation, Conservation, Saving",ほぞん
C2502,保険,Insurance,ほけん
C2501,保証,"Guarantee, Assurance, Warranty",ほしょう
C2492,仏像,"Statue Of Buddha, Image Of Buddha",ぶつぞう
C2523,古典的,Classical,こてんてき
C2493,仏典,"Buddhist Scriptures, Buddhist Writing",ぶってん
C2538,字典,"Character Dictionary, Kanji Dictionary",じてん
C2491,事典,Encyclopedia,じてん
C2508,冒険,Adventure,ぼうけん
C2510,冗談,Joke,じょうだん
C2518,危険,"Risky, Unsafe, Dangerous, Danger, Peril, Hazard",きけん
C2517,危ない,"Dangerous, Risky ",あぶない
C2520,取る,"To Take, To Take Something, To Get Something",とる
C2485,下品,"Crude, Vulgar, Vulgarity",げひん
C2496,作品,"A Work, Work, Production",さくひん
C2525,品,"Article, Item, Goods","ひん, しな"
C2570,新品,"Brand New, New Item, New Product ",しんぴん
C2526,商品,"Merchandise, Product, Goods",しょうひん
C2505,公園,"Public Park, Park",こうえん
C2530,園,"Garden, Park ","えん, その"
C2540,存じる,"To Know, To Be Aware Of, To Believe",ぞんじる
C2585,生存,"Existence, Life, Survival",せいぞん
C2542,守る,"To Protect, To Defend, To Obey",まもる
C2589,留守,"Absence, Away From Home ",るす
C2592,真実,"Truth, Reality",しんじつ
C2544,専門,"Specialty, Speciality, Area Of Study, Major",せんもん
C2488,不幸,"Unhappiness, Misfortune, Misery, Death",ふこう
C2548,幸せ,Happiness,しあわせ
C2566,政府,Government,せいふ
C2553,弁当,"Bento, Box Lunch ",べんとう
C2577,東京弁,Tokyo Dialect,とうきょうべん
C2483,〜弁,Dialect,べん
C2557,急ぐ,To Hurry,いそぐ
C2558,急に,"Suddenly, Immediately, Abruptly",きゅうに
C2559,急死,Sudden Death,きゅうし
C2560,急行,Express,きゅうこう
C2567,政治,"Politics, Government",せいじ
C2576,書く,To Write,かく
C2579,残品,"Unsold Merchandise, Remaining Stock",ざんぴん
C2504,全治,"Complete Recovery, Completely Healed, Fully Recover",ぜんち
C2489,不治,"Incurability, Incurable ","ふじ, ふち"
C2572,明治,"Meiji Era, Meiji Emperor, Meiji",めいじ
C2583,浴びる,"To Bathe In, To Be Exposed To ",あびる
C2571,日光浴,Sunbathe,にっこうよく
C2584,特急,"Limited Express Train, Limited Express",とっきゅう
C2588,留学,"Study Abroad, Studying Abroad ",りゅうがく
C2511,写真,"Photo, Photograph, Picture ",しゃしん
C2591,真っ黒,"Pitch Black, Pure Black ",まっくろ
C2549,幸福,Happiness,こうふく
C2594,笑う,To Laugh,わらう
C2595,笑顔,"Smile, Smiling Face ",えがお
C2484,ゴミ箱,"Garbage Can, Garbage Bin, Trash Can, Trash Bin, Waste Can, Waste Bin, Rubbish Bin ","ごみばこ, ゴミばこ"
C2597,箱,Box,はこ
C2605,荷物,"Luggage, Baggage, Load",にもつ
C2608,証,"Evidence, Proof",あかし
C2609,証人,Witness,しょうにん
C2611,証言,"Testimony, Verbal Evidence ",しょうげん
C2616,辞書,Dictionary,じしょ
C2614,辞める,"To Quit, To Resign As",やめる
C2490,世辞,"Flattery, Compliment",せじ
C2618,遠い,"Far, Far Away",とおい
C2503,入門,"Admission, Entrance, Introduction, Apprenticeship ",にゅうもん
C2623,関する,"To Be Related To, To Be Concerned With, To Pertain To",かんする
C2624,関係,"Connection, Relation",かんけい
C2628,阪神,Hanshin,はんしん
C2512,前面,"Front, Front Side, Fore, Forefront",ぜんめん
C2531,地面,"Ground, Earth's Surface ",じめん
C2535,外面,"External Appearance, Outward Appearance, Surface","がいめん, そとづら"
C2586,画面,"Screen, Monitor",がめん
C2632,面白い,"Interesting, Amusing, Funny",おもしろい
C2527,図書館,Library,としょかん
C2569,料理人,"A Cook, Cook, Chef",りょうりにん
C2602,芸術家,Artist,げいじゅつか
C2600,自動的,Automatic,じどうてき
C2532,基本的,"Fundamental, Basic, Standard",きほんてき
C2562,折り目,"Fold, Crease ",おりめ
C2515,卒業式,"Graduation Ceremony, Graduation",そつぎょうしき
C2487,不完全,"Incomplete, Imperfect",ふかんぜん
C2599,美術館,"Museum, Art Museum, Art Gallery",びじゅつかん
C2563,折り紙,"Origami, Art Of Paper Folding ",おりがみ
C2545,希望する,"To Wish, To Request, To Hope, To Seek",きぼうする
C2561,技術,"Technique, Craft, Technology, Skill",ぎじゅつ
C2537,妥協する,To Compromise,だきょうする
C2486,不合格,"Fail A Test, Failure, Rejection",ふごうかく
C2514,卒業する,To Graduate,そつぎょうする
C2578,残す,"To Leave Behind, To Leave Over",のこす
C2528,固める,"To Make Something Hard, To Harden Something, To Strengthen Something",かためる
C2610,証明,"Proof, Prove, Verify",しょうめい
C2574,曜日,"Day Of The Week, Weekday",ようび
C2626,関西,Kansai,かんさい
C2536,大阪,"Osaka, Oosaka",おおさか
C2521,取れる,"To Come Off, To Be Removed, To Fall Off",とれる
C2625,関心,"Concern, Interest",かんしん
C2601,自動車,"Automobile, Car",じどうしゃ
C2568,教科書,Textbook,きょうかしょ
C2633,顔面,"Face Of A Person, Person's Face, Face",がんめん
C2556,急,"Sudden, Urgent, Emergency, Steep ",きゅう
C2513,動物園,"Zoo, Zoological Gardens, Menagerie",どうぶつえん
C2606,記念日,"Holiday, Anniversary, Memorial Day",きねんび
C2533,場面,"Scene, Setting, Locale",ばめん
C2615,辞典,"Dictionary, Lexicon ",じてん
C2550,幸運,"Good Luck, Fortune",こううん
C2564,折れる,"To Break, To Snap, To Fracture",おれる
C2621,門,Gate,もん
C2634,食料品,"Groceries, Foodstuff",しょくりょうひん
C2581,治安,"Public Order, Public Safety, Public Peace",ちあん
C5816,支払い,Payment,しはらい
C2604,荷札,"Tag, Shipping Label, Label ",にふだ
C2619,遠足,"Excursion, Outing, Trip ",えんそく
C9075,青春,"Youth, Adolescence, Springtime Of One's Life",せいしゅん
C2716,悲しむ,"To Be Sad About, To Be Saddened By",かなしむ
C2668,喜ぶ,"To Rejoice, To Become Happy, To Be Glad",よろこぶ
C2709,建築家,Architect,けんちくか
C2771,紀元前,"Before The Common Era, BCE, Before Christ, BC",きげんぜん
C2735,朝ご飯,Breakfast,あさごはん
C2752,泣き虫,Crybaby,なきむし
C2751,泣き声,"Crying, Sob",なきごえ
C2734,晩ご飯,"Dinner, Supper",ばんごはん
C2733,昼ご飯,Lunch,ひるごはん
C2806,願い事,"One's Wish, Prayer, Wish",ねがいごと
C2665,右側,"Right Side, Right-hand Side",みぎがわ
C2690,左側,"Left Side, Left-hand Side",ひだりがわ
C2652,内側,Inside,うちがわ
C2679,外側,"Outside, Outer Side, Exterior ",そとがわ
C2638,両側,Both Sides,りょうがわ
C2736,東側,"East Side, East",ひがしがわ
C2793,西側,"West, West Side",にしがわ
C2649,兵員,"Military Personnel, Military Strength",へいいん
C2650,兵器,"Arms, Weapons",へいき
C2651,兵士,Soldier,へいし
C2770,米兵,"US Soldier, American Soldier",べいへい
C2663,原因,"Cause, Origin, Source",げんいん
C2664,原子,Atom,げんし
C2662,原作,Original Work,げんさく
C2653,内因,"Internal Cause, Actual Reason, Intrinsic, Endogenous ",ないいん
C2639,主因,"Main Cause, Primary Cause",しゅいん
C2714,悪因悪果,"Evil Breeds Evil, Evil Begets Evil",あくいんあっか
C2807,食堂,"Cafeteria, Dining Hall, Diner ",しょくどう
C2674,塩,Salt,しお
C2676,塩水,Salt Water,"しおみず, えんすい"
C2675,塩味,"Salty Taste, Tastes Salty, Salty, Salty Flavor ","しおあじ, えんみ, しおみ"
C2684,官金,"Government Funds, Government Money",かんきん
C2678,外交官,Diplomat,がいこうかん
C2686,察する,"To Guess, To Sense, To Presume, To Infer ",さっする
C2687,察知,"Inference, Infer, Sense ",さっち
C2692,席,Seat,せき
C2747,欠席,"Absence, Nonattendance",けっせき
C2750,治す,"To Cure, To Heal, To Ease",なおす
C2654,出席,Attendance,しゅっせき
C2769,空席,"Open Seat, Empty Seat, Free Seat ",くうせき
C2694,常に,"Always, Constantly, Continually",つねに
C2730,日常,"Everyday Life, Normal Life, Daily Life, Ordinary, Regular, Everyday, Usual",にちじょう
C2695,常識,"Common Sense, Common Knowledge",じょうしき
C2697,干す,"To Dry Something, To Hang Dry Something",ほす
C2698,干天,"Dry Weather, Drought",かんてん
C2699,干渉,"Interference, Intervention ",かんしょう
C2701,幻,"Illusion, Phantom, Apparition ",まぼろし
C2703,幻覚,Hallucination,げんかく
C2702,幻想,"Fantasy, Illusion",げんそう
C2705,底,Bottom,そこ
C2710,心底,"Bottom Of One's Heart, Bottom Of My Heart",しんそこ
C2689,川底,"Riverbed, River Bottom",かわぞこ
C2706,建つ,"To Be Erected, To Be Built ",たつ
C2708,建物,Building,たてもの
C2707,建前,"Public Behavior, Public Behaviour, Official Stance, Public Position, Public Face, Tatemae",たてまえ
C2712,恋,Love,こい
C2680,失恋,"Heartbreak, Broken Heart, Unrequited Love",しつれん
